filename,model,prefix,year,month,day,hour,min,sec,date,plane,wind,rain,biophony,silence
S4A03536_20190121_133000.wav,SM166,S4A03536,2019,1,21,13,30,0,1/21/2019 13:30,1,0,0,1,0
S4A03536_20190122_111500.wav,SM167,S4A03536,2019,1,22,11,15,0,1/22/2019 11:15,1,0,0,0,0
S4A03536_20190123_003000.wav,SM168,S4A03536,2019,1,23,0,30,0,1/23/2019 0:30,1,0,0,0,0
S4A03536_20190124_231500.wav,SM169,S4A03536,2019,1,24,23,15,0,1/24/2019 23:15,1,0,0,0,0
S4A03536_20190126_030000.wav,SM170,S4A03536,2019,1,26,3,0,0,1/26/2019 3:00,1,0,0,0,0
S4A03536_20190126_100000.wav,SM171,S4A03536,2019,1,26,10,0,0,1/26/2019 10:00,1,0,0,1,0
S4A03536_20190126_224500.wav,SM172,S4A03536,2019,1,26,22,45,0,1/26/2019 22:45,1,1,0,0,0
S4A03536_20190127_091500.wav,SM173,S4A03536,2019,1,27,9,15,0,1/27/2019 9:15,1,0,0,0,0
S4A03536_20190130_160000.wav,SM174,S4A03536,2019,1,30,16,0,0,1/30/2019 16:00,1,0,0,0,0
S4A03536_20190131_013000.wav,SM175,S4A03536,2019,1,31,1,30,0,1/31/2019 1:30,1,1,0,0,0
S4A03536_20190201_104500.wav,SM176,S4A03536,2019,2,1,10,45,0,2/1/2019 10:45,1,0,1,1,0
S4A03536_20190202_084500.wav,SM177,S4A03536,2019,2,2,8,45,0,2/2/2019 8:45,1,0,0,1,0
S4A03536_20190203_054500.wav,SM178,S4A03536,2019,2,3,5,45,0,2/3/2019 5:45,1,1,0,0,0
S4A03536_20190204_084500.wav,SM179,S4A03536,2019,2,4,8,45,0,2/4/2019 8:45,1,1,0,0,0
S4A03536_20190204_141500.wav,SM180,S4A03536,2019,2,4,14,15,0,2/4/2019 14:15,1,0,1,0,0
S4A03536_20190206_001500.wav,SM181,S4A03536,2019,2,6,0,15,0,2/6/2019 0:15,1,0,0,0,0
S4A03536_20190206_034500.wav,SM182,S4A03536,2019,2,6,3,45,0,2/6/2019 3:45,0,0,0,0,1
S4A03536_20190208_163000.wav,SM183,S4A03536,2019,2,8,16,30,0,2/8/2019 16:30,1,0,1,0,0
S4A03536_20190212_024500.wav,SM184,S4A03536,2019,2,12,2,45,0,2/12/2019 2:45,0,0,0,0,0
S4A03536_20190212_073000.wav,SM185,S4A03536,2019,2,12,7,30,0,2/12/2019 7:30,1,0,0,0,0
S4A03536_20190213_180000.wav,SM186,S4A03536,2019,2,13,18,0,0,2/13/2019 18:00,1,0,0,0,0
S4A03536_20190215_070000.wav,SM187,S4A03536,2019,2,15,7,0,0,2/15/2019 7:00,1,0,0,0,0
S4A03536_20190216_044500.wav,SM188,S4A03536,2019,2,16,4,45,0,2/16/2019 4:45,0,0,0,0,1
S4A03536_20190216_063000.wav,SM189,S4A03536,2019,2,16,6,30,0,2/16/2019 6:30,0,0,0,0,1
S4A03536_20190217_124500.wav,SM190,S4A03536,2019,2,17,12,45,0,2/17/2019 12:45,1,1,0,1,0
S4A03536_20190219_193000.wav,SM191,S4A03536,2019,2,19,19,30,0,2/19/2019 19:30,1,0,0,0,0
S4A03536_20190219_220000.wav,SM192,S4A03536,2019,2,19,22,0,0,2/19/2019 22:00,1,0,0,0,0
S4A03536_20190220_001500.wav,SM193,S4A03536,2019,2,20,0,15,0,2/20/2019 0:15,1,0,0,0,0
S4A03536_20190222_204500.wav,SM194,S4A03536,2019,2,22,20,45,0,2/22/2019 20:45,1,1,0,0,1
S4A03536_20190223_143000.wav,SM195,S4A03536,2019,2,23,14,30,0,2/23/2019 14:30,1,1,0,1,0
S4A03536_20190224_014500.wav,SM196,S4A03536,2019,2,24,1,45,0,2/24/2019 1:45,1,0,0,0,0
S4A03536_20190226_113000.wav,SM197,S4A03536,2019,2,26,11,30,0,2/26/2019 11:30,1,0,0,1,0
S4A03536_20190226_224500.wav,SM198,S4A03536,2019,2,26,22,45,0,2/26/2019 22:45,1,0,0,0,0
S4A03536_20190303_004500.wav,SM199,S4A03536,2019,3,3,0,45,0,3/3/2019 0:45,1,0,1,0,0
S4A03536_20190305_081500.wav,SM200,S4A03536,2019,3,5,8,15,0,3/5/2019 8:15,1,0,0,1,0
S4A03536_20190306_003000.wav,SM201,S4A03536,2019,3,6,0,30,0,3/6/2019 0:30,1,0,0,0,0
S4A03536_20190306_061500.wav,SM202,S4A03536,2019,3,6,6,15,0,3/6/2019 6:15,1,1,0,0,0
S4A03536_20190306_164500.wav,SM203,S4A03536,2019,3,6,16,45,0,3/6/2019 16:45,1,1,0,1,0
S4A03536_20190309_114500.wav,SM204,S4A03536,2019,3,9,11,45,0,3/9/2019 11:45,1,0,1,1,0
S4A03536_20190310_173000.wav,SM205,S4A03536,2019,3,10,17,30,0,3/10/2019 17:30,1,1,1,1,0
S4A03536_20190313_123000.wav,SM206,S4A03536,2019,3,13,12,30,0,3/13/2019 12:30,1,0,0,0,0
S4A03536_20190313_124500.wav,SM207,S4A03536,2019,3,13,12,45,0,3/13/2019 12:45,1,0,0,0,0
S4A03536_20190314_124500.wav,SM208,S4A03536,2019,3,14,12,45,0,3/14/2019 12:45,1,1,0,0,0
S4A03536_20190315_121500.wav,SM209,S4A03536,2019,3,15,12,15,0,3/15/2019 12:15,1,1,1,0,0
S4A03536_20190315_124500.wav,SM210,S4A03536,2019,3,15,12,45,0,3/15/2019 12:45,1,1,1,0,0
S4A03536_20190317_153000.wav,SM211,S4A03536,2019,3,17,15,30,0,3/17/2019 15:30,1,1,1,0,0
S4A03536_20190322_154500.wav,SM212,S4A03536,2019,3,22,15,45,0,3/22/2019 15:45,1,0,0,1,0
S4A03536_20190324_163000.wav,SM213,S4A03536,2019,3,24,16,30,0,3/24/2019 16:30,1,1,0,1,0
S4A03536_20190325_161500.wav,SM214,S4A03536,2019,3,25,16,15,0,3/25/2019 16:15,1,1,0,1,0
S4A03536_20190326_004500.wav,SM215,S4A03536,2019,3,26,0,45,0,3/26/2019 0:45,1,1,0,0,0
S4A03536_20190326_044500.wav,SM216,S4A03536,2019,3,26,4,45,0,3/26/2019 4:45,0,1,0,0,0
S4A03536_20190326_223000.wav,SM217,S4A03536,2019,3,26,22,30,0,3/26/2019 22:30,1,0,0,0,0
S4A03536_20190327_021500.wav,SM218,S4A03536,2019,3,27,2,15,0,3/27/2019 2:15,1,1,0,0,0
S4A03536_20190328_001500.wav,SM219,S4A03536,2019,3,28,0,15,0,3/28/2019 0:15,1,1,0,0,0
S4A03536_20190328_113000.wav,SM220,S4A03536,2019,3,28,11,30,0,3/28/2019 11:30,1,1,0,1,0
S4A03536_20190328_220000.wav,SM221,S4A03536,2019,3,28,22,0,0,3/28/2019 22:00,1,1,0,0,0
S4A03536_20190330_144500.wav,SM222,S4A03536,2019,3,30,14,45,0,3/30/2019 14:45,1,1,0,1,0
S4A03536_20190331_000000.wav,SM223,S4A03536,2019,3,31,0,0,0,3/31/2019 0:00,0,0,0,0,1
S4A03536_20190331_134500.wav,SM224,S4A03536,2019,3,31,13,45,0,3/31/2019 13:45,1,1,0,1,0
S4A03536_20190402_131500.wav,SM225,S4A03536,2019,4,2,13,15,0,4/2/2019 13:15,1,1,0,1,0
S4A03536_20190403_210000.wav,SM226,S4A03536,2019,4,3,21,0,0,4/3/2019 21:00,1,0,0,0,0
S4A03536_20190404_213000.wav,SM227,S4A03536,2019,4,4,21,30,0,4/4/2019 21:30,1,0,0,0,0
S4A03536_20190405_033000.wav,SM228,S4A03536,2019,4,5,3,30,0,4/5/2019 3:30,0,0,0,0,1
S4A03536_20190406_171500.wav,SM229,S4A03536,2019,4,6,17,15,0,4/6/2019 17:15,1,0,0,0,0
S4A03536_20190407_040000.wav,SM230,S4A03536,2019,4,7,4,0,0,4/7/2019 4:00,0,0,1,0,0
S4A03536_20190408_090000.wav,SM231,S4A03536,2019,4,8,9,0,0,4/8/2019 9:00,1,0,0,1,0
S4A03536_20190411_101500.wav,SM232,S4A03536,2019,4,11,10,15,0,4/11/2019 10:15,1,1,0,1,0
S4A03536_20190412_043000.wav,SM233,S4A03536,2019,4,12,4,30,0,4/12/2019 4:30,1,0,0,0,0
S4A03536_20190412_171500.wav,SM234,S4A03536,2019,4,12,17,15,0,4/12/2019 17:15,1,1,0,1,0
